Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM,Cosine
1,0.9498557491302491,0.021494938492774965,0.30794328582286834,0.2695804455280304,21.230712890625,0.6046965846419334,0.39736817564815285
2,0.9886967005729675,0.011429794654250145,0.10029091994935879,0.09509494672063011,23.963964462280273,0.66714829236269,0.6125313851237297
3,0.9922313995361328,0.009430196478962899,0.06588509146109572,0.05928058699636313,24.59265899658203,0.6782472965121269,0.6894680553674698
4,0.9933004369735717,0.00813149631768465,0.26868178641796114,0.268094983458519,24.495744705200195,0.6890824350714684,0.7192070800065994
5,1.0003591270446777,0.007386536099016666,0.3821798481941223,0.38672712588310243,25.245716094970703,0.7028102546930313,0.7310276409983635
6,1.0033652663230896,0.007155923608690501,0.41401235675811765,0.41841629123687746,25.032346725463867,0.6954917660355568,0.7200719535350799
7,0.9988608360290527,0.0073757005035877225,0.16635791073366998,0.16532025389373303,25.444936752319336,0.7132089966535569,0.754071638584137
8,0.9981105394363403,0.007019301742315292,0.3614759080410004,0.3601467740535736,25.32442855834961,0.6984789884090423,0.7295750454068184
9,1.0068842029571534,0.006600156269967556,0.41895990681648254,0.42874623703956605,24.066553115844727,0.7115115767717362,0.7541672769188881
10,1.0090300121307374,0.0064792377017438415,0.4337375738620758,0.44630138158798216,25.70874786376953,0.7219359916448593,0.7567676764726639
11,1.0019071035385132,0.006347403336316347,0.2428141884803772,0.2480982451438904,25.261192321777344,0.7211507689952851,0.7571644246578216
12,0.9993603630065918,0.006432046681642533,0.15550883305072785,0.15710560202598572,25.48689842224121,0.7194372117519379,0.7615247875452041
13,0.9984475317001342,0.006550627902150154,0.09419202945590645,0.09482202701997063,25.27155303955078,0.7248376071453094,0.7635056269168854
14,1.0,0.006400922797620296,3.0481364206610515e-10,3.4366899117646793e-10,25.866281509399414,0.7210270288586617,0.7690739417076111
15,1.0,0.006540200609713793,9.073220642229164e-12,8.7615316804793e-12,25.584102630615234,0.7261944395303727,0.7698996216058731
16,1.0,0.006212261356413364,1.3274806055611765e-11,7.927943189913887e-12,25.895118713378906,0.728227887749672,0.7811411148309708
17,1.0,0.006358456198126077,1.0973733286488448e-11,9.889664882921194e-12,24.919023513793945,0.7251708090305329,0.7735997915267945
18,1.0,0.006217876344919205,1.1305617570395105e-11,1.1991968287849466e-11,25.818159103393555,0.7246461182832717,0.767922830581665
19,1.0,0.006106310803443193,3.831730934470866e-11,3.6202334564709204e-11,25.676563262939453,0.7323966616392136,0.7883053684234619
20,1.0,0.0060191225223243236,1.046746559356615e-11,9.710934657861849e-12,25.665878295898438,0.730805401802063,0.7820821380615235
21,1.0,0.005959161181002855,1.8207828365564608e-11,1.467838113650071e-11,25.91693115234375,0.743398922085762,0.789919216632843
22,1.0,0.005793709948658943,6.912798062544846e-12,5.950181153462086e-12,26.37725067138672,0.744407359957695,0.7961554831266403
23,1.0,0.005987654104828834,3.3278397058394924e-11,4.552197778247996e-11,26.255817413330078,0.7395424473285676,0.7838723164796829
24,1.0,0.005805828306823969,1.4249763071448076e-11,1.4433882266381807e-11,26.14874839782715,0.7350822192430496,0.7956915676593781
25,1.0,0.0058629241064190865,1.547056895160855e-11,1.3032353931262397e-11,24.138168334960938,0.7313387531042099,0.7955521047115326
26,1.0,0.005870245356112719,1.549303547673591e-11,1.8115361398113122e-11,26.085739135742188,0.7475271743535995,0.791313716173172
27,1.0,0.00577084506303072,7.777845031923982e-12,7.44681004097723e-12,25.839130401611328,0.7465951621532441,0.7983568799495697
28,1.0,0.0056567639522254465,1.7330540657131612e-11,1.7499761740295492e-11,26.324382781982422,0.7424238806962967,0.8011179685592651
29,1.0,0.005531014457345009,1.0299748388756854e-11,1.0058181277282102e-11,26.231822967529297,0.7460836005210877,0.8040703779459
30,1.0,0.005657219648361206,3.465205694263036e-11,3.3850052473782245e-11,26.222530364990234,0.7396367710828781,0.7967258375883103
31,1.0,0.005650519657880068,1.5395341169827384e-11,1.4935338523596516e-11,26.372581481933594,0.7473504048585892,0.8063513255119323
32,1.0,0.005585793044418096,2.419870260745335e-11,1.7452359617100686e-11,26.236295700073242,0.7492833751440048,0.8113945055007935
33,1.0,0.005595848690718413,1.3933762916097746e-11,1.2515646782027076e-11,26.330078125,0.746783042550087,0.8095216113328934
34,1.0,0.005606213226914406,8.446950283604472e-12,7.731808041142214e-12,26.026124954223633,0.749300349354744,0.809370038509369
35,1.0,0.005536384221166373,1.7110549341772136e-11,1.7305057047571757e-11,25.487197875976562,0.7381880378723145,0.8006320810317993
36,1.0,0.005499997805804014,1.0644747927520726e-11,9.66944213524998e-12,25.645570755004883,0.7477785611152649,0.8123279464244842
37,1.0,0.005319311127066613,7.015381253022181e-12,6.713053342594436e-12,26.398542404174805,0.742203243970871,0.8109084403514862
38,1.0,0.005254982639104128,1.2936920226703715e-11,1.092010045014363e-11,25.857288360595703,0.7497345370054245,0.8088343143463135
39,1.0,0.005390432015061378,1.4029900522918155e-11,1.3058301626616515e-11,26.594905853271484,0.7513904458284378,0.8111589229106904
40,1.0,0.005310805439949036,1.3487714386851028e-11,1.2708282587635965e-11,26.416927337646484,0.7552675324678421,0.820327501296997
41,1.0,0.0053081026822328565,7.511419811964464e-12,6.723589155484961e-12,25.653932571411133,0.7537268471717834,0.8028249973058701
42,1.0,0.005234156992286443,1.051064045881297e-11,1.0294179138373724e-11,26.289255142211914,0.7532449609041214,0.8122858190536499
43,1.0,0.00531487787887454,1.2634929405763153e-11,1.2364771450593028e-11,25.37799835205078,0.7560968905687332,0.8089869838953018
44,1.0,0.005446010164916516,8.348028435969273e-12,7.38799779698569e-12,25.728656768798828,0.7532284563779831,0.8116307318210602
45,1.0,0.005347873147577047,1.0017034476797036e-11,9.303101151795276e-12,26.65660858154297,0.7562556326389313,0.8152084279060364
46,1.0,0.0052021674290299415,1.272384889857152e-11,1.1112032942368422e-11,26.485349655151367,0.7552292841672897,0.8267079746723175
47,1.0,0.005064671974629164,1.4897736459732108e-11,1.6124616792912708e-11,26.696735382080078,0.7577886420488358,0.8236149305105209
48,1.0,0.005045982904732228,1.9074887385898486e-11,1.899067856763533e-11,26.8111572265625,0.7548179799318313,0.8205729180574417
49,1.0,0.005034932341426611,1.5401503282022947e-11,1.3246941634642888e-11,26.69684600830078,0.7583715242147445,0.8149165010452271
50,1.0,0.005113187219947577,9.539811998845147e-12,9.21470031886324e-12,26.529460906982422,0.7609636676311493,0.8293388080596924
51,1.0,0.005012626636773348,3.030352560374934e-11,3.346622975467372e-11,26.574054718017578,0.7490146839618683,0.8271171134710312
52,1.0,0.004940113794058561,1.473498499386685e-11,1.4616307401946574e-11,26.31081771850586,0.754099817276001,0.8233248341083527
53,1.0,0.005004042048007249,1.2983180885318938e-11,1.2848955670840705e-11,26.690357208251953,0.7615122473239899,0.8186433184146881
54,1.0,0.004990000542253256,1.0311759682124652e-11,9.778715487078113e-12,26.64158821105957,0.7607998704910278,0.8232214647531509
55,1.0,0.00511718612909317,2.0504962589825522e-11,1.9059918558397185e-11,26.824832916259766,0.7588913166522979,0.824869801402092
56,1.0,0.004962755870074034,1.287521519632265e-11,1.1260668860557784e-11,26.499629974365234,0.7524211376905441,0.8272985291481018
57,1.0,0.005081130161881447,2.6291707044131004e-11,2.609024943926297e-11,26.529834747314453,0.761853654384613,0.8236065608263016
58,1.0,0.004993345383554697,1.6748227687647513e-11,1.4252895473636185e-11,26.539766311645508,0.7574365949630737,0.8210762917995453
59,1.0,0.004946439228951931,1.3723876857857364e-11,1.2784095137206332e-11,26.70282745361328,0.7578741425275802,0.8273112088441849
60,1.0,0.004950273491442204,2.5099014431487905e-11,2.332460396578638e-11,26.28742027282715,0.7564890754222869,0.8190773737430572
61,1.0,0.004960773948580027,2.3777983287854785e-11,1.9358919358116138e-11,26.623981475830078,0.7581294572353363,0.8243421274423599
62,1.0,0.005063482396304607,1.5660503996676664e-11,1.1811553640868853e-11,25.48578643798828,0.7548906379938125,0.8186228859424591
63,1.0,0.0050563752949237825,1.6420763835382432e-11,1.9622237425187538e-11,26.273012161254883,0.7618966734409333,0.8277587532997132
64,1.0,0.005004237078130245,9.015052032895592e-12,1.1870896871935856e-11,26.88607406616211,0.7621750652790069,0.8314144366979599
65,1.0,0.004835603650659322,1.7879355182417058e-11,1.7996682602928333e-11,26.661052703857422,0.7564149534702301,0.8213749259710312
66,1.0,0.004842225886881352,1.1901467202572345e-11,1.0245688982255885e-11,26.18667221069336,0.7590833830833436,0.8325800377130509
67,1.0,0.004820607360452414,1.1439423040987897e-11,1.2462535491704774e-11,26.93523406982422,0.763320096731186,0.8400880497694015
68,1.0,0.004792931348085404,2.2113294290032038e-11,2.0729560396573353e-11,26.827205657958984,0.7618605440855026,0.8384176695346832
69,1.0,0.004847786244004964,7.519180095364099e-12,7.566076593635326e-12,26.71365737915039,0.7538651025295258,0.8363488125801086
70,1.0,0.00485437598451972,2.2894126308861565e-11,1.9900516953677128e-11,26.691553115844727,0.7638669788837433,0.8343035298585891
71,1.0,0.004782539777457714,1.1610587390415692e-11,1.0661456734422145e-11,26.89306640625,0.7634992867708206,0.8350572389364243
72,1.0,0.004746303416788578,1.5404708240789045e-11,1.3884094961127534e-11,26.96938705444336,0.7646182745695114,0.838318327665329
73,1.0,0.004728788480162621,1.2471999218246566e-11,1.2527843834260304e-11,27.034812927246094,0.7660336297750473,0.8413753551244736
74,1.0,0.004795148495584726,1.2822998085221575e-11,1.3388618750042334e-11,26.953622817993164,0.7657916861772537,0.8363626265525818
75,1.0,0.0047619354240596296,1.461180509844829e-11,1.2352310139665665e-11,26.795751571655273,0.7612825191020965,0.8307826381921768
76,1.0,0.004736590854823589,1.1853966903447807e-11,1.0872133995645512e-11,27.034704208374023,0.7662935733795166,0.8391640722751618
77,1.0,0.004745701853185892,1.613325526747837e-11,1.3904759558276864e-11,27.01114273071289,0.7657891750335694,0.8395003986358642
78,1.0,0.004750257231295109,2.2774885735798327e-11,1.5451072033075438e-11,26.917360305786133,0.7671352154016495,0.8336824995279312
79,1.0,0.004798169381916523,9.418689077266977e-12,8.10978325146671e-12,26.859533309936523,0.7642878645658493,0.8444118708372116
80,1.0,0.004771043926477432,1.1627713058288435e-11,1.0094074394052659e-11,26.794692993164062,0.7630959510803222,0.8376493346691132
81,1.0,0.004724202025681734,1.586319873245548e-11,1.4933385085534168e-11,25.506696701049805,0.7577243340015412,0.8396736323833466
82,1.0,0.004843248572200537,4.215573147807114e-11,4.105793360629866e-11,27.029651641845703,0.7662786090373993,0.842002317905426
83,1.0,0.004907008584588766,9.156101753798073e-12,9.161971473987845e-12,26.9771671295166,0.7647332763671875,0.8403596633672714
84,1.0,0.0047430110424757,6.6084515026178334e-12,5.342657356337255e-12,26.932079315185547,0.7649949026107788,0.8303255587816238
85,1.0,0.004740438383072615,1.583780037483053e-11,1.5066965919929863e-11,26.874256134033203,0.7620136392116547,0.8427876192331314
86,1.0,0.004682717103511095,1.0590149435519885e-11,9.921214327110342e-12,27.04497528076172,0.76798659324646,0.8456062966585159
87,1.0,0.004670432265847921,1.2117554604936743e-11,1.1841373749731397e-11,26.92845344543457,0.7675839066505432,0.8410442125797272
88,1.0,0.004804744016379118,1.6218722094433048e-11,1.2962795018162457e-11,26.489431381225586,0.7673290836811065,0.8421010911464691
89,1.0,0.004769477691501379,1.8786066616053622e-11,1.6176320267883085e-11,26.279508590698242,0.7680758106708526,0.8444947761297226
90,1.0,0.00476031145080924,1.4024051319316486e-11,1.3202101307248534e-11,26.820018768310547,0.7635119944810868,0.8433073878288269
91,1.0,0.0046550557836890225,2.2766778845639152e-11,2.05727174135904e-11,26.957242965698242,0.7656137812137603,0.8431711828708649
92,1.0,0.004629505086690187,1.8508476707007127e-11,1.7404040434451115e-11,27.06143569946289,0.7673592621088028,0.8496498507261276
93,1.0,0.004599797155708075,1.3011168163581898e-11,1.242299735016487e-11,26.96504783630371,0.7689130830764771,0.8469624865055084
94,1.0,0.004598298814147711,1.4289716195028046e-11,1.3656342405583724e-11,27.11669921875,0.769012736082077,0.8431179618835449
95,1.0,0.004622931376099587,1.1882233127817349e-11,1.0689151742557246e-11,27.07156753540039,0.7682524055242539,0.8467453873157501
96,1.0,0.004577938474714756,1.4593139477407705e-11,1.4544084537445649e-11,27.086151123046875,0.7672080868482589,0.8418142622709275
97,1.0,0.004678036902099848,2.0018035260494932e-11,1.7494612003318444e-11,26.9947509765625,0.7685183012485504,0.8454065722227097
98,1.0,0.004667379699647427,1.4987121844269967e-11,1.3923913247728141e-11,27.051864624023438,0.7660617142915725,0.8446547657251358
99,1.0,0.004646808616816997,1.0534051057663362e-11,9.774284161692227e-12,26.61597442626953,0.7665820622444153,0.8472640264034271
100,1.0,0.00471868085861206,2.2686171680085858e-11,2.1764082682581385e-11,27.065107345581055,0.7707212167978287,0.8405735754966736
