Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM,Cosine
1,0.9532160749435424,0.03357254621386528,0.23693894411000657,0.21225640026208567,22.41876220703125,0.6159194719791412,0.3881683124229312
2,0.9999850358963013,0.023460038110613823,3.4092539906851016e-05,1.845668285386637e-05,22.3117618560791,0.6235692229866981,0.5767623475193977
3,0.9999708046913147,0.02025782212615013,9.820300426508765e-05,7.169119025638793e-05,24.325145721435547,0.6859396129846573,0.6863772723078728
4,1.000302276611328,0.019507793352007866,0.005004293909616536,0.0057137262444011865,23.482532501220703,0.68197181224823,0.730593843460083
5,1.001585666179657,0.019156162351369858,0.0033318356519384906,0.0062247898292180255,25.01455307006836,0.6967915534973145,0.7413546884059906
6,0.9999990787506103,0.019000551983714104,3.3421973603253717e-06,2.474405724569806e-06,21.623775482177734,0.69779486566782,0.7442395743727684
7,0.9999976325035095,0.01871848352253437,6.0690992086165355e-06,3.707248290083953e-06,24.86551284790039,0.6938737243413925,0.7619880831241608
8,0.9999957752227783,0.017986903384327887,1.1447806438809493e-05,7.450111585058039e-06,24.549257278442383,0.708651925623417,0.7681743258237839
9,0.9997897567749023,0.01774754846096039,0.00110256936442795,0.00138033926324988,24.0874080657959,0.697496295273304,0.7683826178312302
10,0.9999999933242798,0.01791642065346241,1.3268257157506015e-07,1.292611860890247e-07,25.57543182373047,0.7072701862454415,0.7760557734966278
